nom,prenom,occupation,age,taille,poids,options,genre,label
D eGYPTE,Heloise,Travail:temps partiel,23,1.69,47,4,Europe (autre que la France),1
D AUTRICHE,Apolline,Travail:temps partiel,27,1.82,59,4,La France,1
D AUSTRASIE,Sixtine,Travail:temps plein,22,1.79,66,3,Amerique,0
D ANGOULEME,Anna,Travail:temps partiel,24,1.83,48,3,Asie,1
SANDOZ GENDRE,Ambrine,Travail:temps partiel,23,1.71,55,4,La France,1
DE COLOGNE,Celeste,Etudiante,23,1.65,53,4,La France,1
DE LUXEMBOURG,Celine,Travail:temps plein,27,1.75,48,4,Amerique,0
DE MONTMORENCY,Colette,Travail:temps partiel,24,1.84,58,3,Amerique,1
MALTAIS,Jeanne,Travail:temps partiel,24,1.74,63,4,Europe (autre que la France),1
BUJOLD,Marylou,Etudiante,22,1.73,66,3,Europe (autre que la France),1
DE LIMOGES,Line,Etudiante,22,1.8,57,3,Asie,1
DE BURGONDIE,Sarah,Travail:temps partiel,27,1.66,60,4,Afrique,1
DE COURTENAY,Lyne,Etudiante,22,1.7,58,4,Amerique,1
DE CASTILLE,Daphne,Travail:temps partiel,25,1.72,61,3,Afrique,1
DE ROME,Philippine,Etudiante,23,1.78,48,4,Europe (autre que la France),1
D AQUITAINE,MylEne,Travail:temps plein,25,1.82,47,4,Asie,0
DE SAXE,Artemis,Travail:temps plein,27,1.67,51,4,Afrique,0
DE MONTMORENCY,Armelle,Travail:temps plein,24,1.78,65,3,Amerique,0
SCHNEBLI,Abigaelle,Travail:temps partiel,27,1.7,60,4,Europe (autre que la France),1
DE CHAMPAGNE,Gwenaelle,Travail:temps plein,24,1.78,64,4,Afrique,0
DE DANEMARK,Eva,Travail:temps partiel,23,1.8,64,3,Amerique,1
DE LUXEMBOURG,Penelope,Travail:temps plein,26,1.66,53,4,Asie,0
D AUTRICHE,Eve,Etudiante,26,1.8,66,3,Amerique,1
GOBEIL,Agathe,Travail:temps plein,26,1.84,54,4,Amerique,0
D eGYPTE,Margot,Etudiante,26,1.81,60,3,La France,1
SCHNEBLI,Elise,Travail:temps plein,22,1.77,53,4,Afrique,0
DE HALLEWIN,Iris,Travail:temps partiel,25,1.68,63,3,Afrique,1
DE PROVENCE,MylEne,Etudiante,26,1.72,56,4,Europe (autre que la France),1
D ANGLETERRE,Lucie,Travail:temps partiel,26,1.77,49,3,Afrique,1
DE TOULOUSE,Alice,Travail:temps plein,23,1.76,64,3,Asie,0
D ALeMANIE,Abigaelle,Travail:temps plein,23,1.71,52,4,Amerique,0
DE SAXE,Brune,Etudiante,27,1.82,60,3,Amerique,1
DE BAVIERE,Rosalie,Travail:temps partiel,26,1.76,60,3,La France,1
DE BAVIERE,Brune,Travail:temps partiel,22,1.73,66,3,Amerique,1
D ANGOULEME,Catherine,Travail:temps plein,25,1.72,50,4,La France,0
GOBEIL,Melodie,Etudiante,26,1.69,46,3,La France,1
D ANGOULEME,Heloise,Travail:temps partiel,27,1.79,61,3,Europe (autre que la France),1
SANDOZ GENDRE,Flavie,Travail:temps partiel,25,1.65,59,3,Europe (autre que la France),1
SNIVELY,Aure,Etudiante,25,1.7,58,3,La France,1
DE VERMANDOIS,Auxane,Etudiante,22,1.66,61,3,Amerique,1
DE BURGONDIE,Marion,Etudiante,23,1.73,53,3,Europe (autre que la France),1
DE BURGONDIE,Chloe,Travail:temps plein,27,1.73,59,3,Europe (autre que la France),0
DE VERMANDOIS,Thais,Travail:temps partiel,22,1.67,47,4,Asie,1
D ANGOULEME,Celine,Travail:temps plein,24,1.81,65,4,Asie,0
SANDOZ GENDRE,Alix,Travail:temps partiel,26,1.76,66,3,Asie,1
SCHNEBLI,Eva,Etudiante,22,1.78,58,3,Europe (autre que la France),1
DE VERMANDOIS,Celine,Travail:temps plein,26,1.84,54,4,Amerique,0
MALTAIS,Auxane,Travail:temps partiel,26,1.83,55,3,Amerique,1
DE PROVENCE,Ludivine,Etudiante,26,1.77,51,4,Afrique,1
SNIVELY,Laetitia,Travail:temps plein,22,1.83,52,3,Afrique,0
CAROLINGIEN,Leonie,Travail:temps partiel,27,1.65,51,3,Europe (autre que la France),1
DE ROME,Jade,Travail:temps plein,27,1.7,59,4,Amerique,0
CAROLINGIEN,Clemence,Travail:temps plein,26,1.73,63,3,Asie,0
DE THURINGE,Amandine,Travail:temps plein,26,1.66,62,3,Europe (autre que la France),0
DE THURINGE,Gabrielle,Etudiante,24,1.76,66,3,Amerique,1
DE BAVIERE,Eulalie,Travail:temps plein,22,1.68,54,3,Asie,0
DE TOULOUSE,Lise,Travail:temps plein,25,1.82,54,3,Amerique,0
SCHNEBLI,Aude,Etudiante,24,1.74,51,3,La France,1
DE LIMOGES,Eliane,Travail:temps plein,22,1.66,67,3,Asie,0
DE HALLEWIN,Eglantine,Etudiante,24,1.77,61,3,Europe (autre que la France),1
DE GASCOGNE,Victoria,Etudiante,23,1.67,64,4,Afrique,1
D AQUITAINE,Sarah,Etudiante,26,1.7,49,4,Amerique,1
DE LOMBARDIE,Eva,Etudiante,27,1.78,62,4,Asie,1
DE VERMANDOIS,Victoria,Etudiante,25,1.72,63,3,Amerique,1
DE CHAMPAGNE,Lucie,Etudiante,27,1.74,61,4,La France,1
DE LOMBARDIE,Blandine,Travail:temps plein,24,1.84,55,4,Asie,0
DE TOXANDRIE,Zelie,Etudiante,27,1.73,59,3,Europe (autre que la France),1
DE NORMANDIE,Fleur,Etudiante,26,1.74,51,4,Asie,1
DE CASTILLE,Alice,Travail:temps partiel,22,1.75,58,3,La France,1
GAUDREAULT,Tatiana,Etudiante,23,1.77,47,4,Europe (autre que la France),1
DE ROME,Iris,Etudiante,26,1.69,62,3,Europe (autre que la France),1
D AQUITAINE,Hermione,Travail:temps plein,25,1.76,64,4,Europe (autre que la France),0
CAROLINGIEN,Flore,Travail:temps partiel,23,1.77,67,4,Asie,1
DE HALLUIN,Daphne,Travail:temps partiel,23,1.66,56,4,Afrique,1
DE WISIGOTHIE,Charlotte,Travail:temps partiel,24,1.69,56,3,Europe (autre que la France),1
DE HALLEWIN,Rose,Travail:temps plein,22,1.76,55,4,Asie,0
D ALeMANIE,Penelope,Travail:temps partiel,23,1.84,46,4,Europe (autre que la France),1
DE LUXEMBOURG,Ambrine,Travail:temps partiel,26,1.83,64,3,Asie,1
DE HAINAUT,Stephanie,Travail:temps partiel,26,1.76,68,4,Afrique,1
D AQUITAINE,LaurEne,Travail:temps plein,23,1.75,62,4,Asie,0
D ANGOULEME,Romane,Travail:temps partiel,22,1.71,54,3,La France,1
DE LIMOGES,Prune,Travail:temps plein,24,1.67,58,4,La France,0
DE TOXANDRIE,Marion,Travail:temps partiel,24,1.76,68,3,Amerique,1
BUJOLD,Margot,Etudiante,22,1.78,55,3,La France,1
GAUDREAULT,Seraphine,Etudiante,26,1.75,58,3,Europe (autre que la France),1
DE PROVENCE,Armance,Etudiante,22,1.75,68,3,Europe (autre que la France),1
DE WISIGOTHIE,Angeline,Etudiante,24,1.79,57,3,Afrique,1
DE ROME,Agathe,Etudiante,25,1.65,60,4,La France,1
DE BAVIERE,Berenice,Travail:temps plein,27,1.69,56,3,Europe (autre que la France),0
DE TOXANDRIE,Gabrielle,Travail:temps partiel,26,1.74,54,4,Europe (autre que la France),1
SNAVELY,Suzon,Travail:temps plein,26,1.82,67,3,La France,0
DE TOULOUSE,Sarah,Etudiante,25,1.7,50,3,Asie,1
SANDOZ GENDRE,Thais,Travail:temps partiel,25,1.73,58,4,Europe (autre que la France),1
DE THURINGE,Lise,Travail:temps plein,26,1.73,61,3,Afrique,0
DE COLOGNE,Gabrielle,Travail:temps partiel,23,1.79,53,4,Amerique,1
DE FRANCIE,Jacinthe,Travail:temps partiel,23,1.71,61,4,La France,1
DE NAVARRE,Anais,Travail:temps plein,23,1.77,65,3,Europe (autre que la France),0
DE COLOGNE,Rose,Travail:temps plein,27,1.79,65,4,Asie,0
DE COURTENAY,Mathilde,Etudiante,27,1.69,68,3,Afrique,1
SNIVELY,Lina,Travail:temps plein,26,1.66,53,4,Afrique,0
CAROLINGIEN,Lauriane,Travail:temps plein,25,1.72,57,3,Afrique,0
DE DANEMARK,Marceline,Travail:temps partiel,22,1.75,53,4,Amerique,1
D eGYPTE,Gabrielle,Travail:temps plein,27,1.74,52,3,Europe (autre que la France),0
GOBEIL,Marylou,Travail:temps partiel,22,1.69,53,4,Asie,1
DE TOULOUSE,Coralie,Travail:temps partiel,23,1.83,49,4,Amerique,1
DE CASTILLE,AngEle,Travail:temps partiel,22,1.75,58,4,Amerique,1
DE CHAMPAGNE,Mathilde,Travail:temps partiel,25,1.72,47,3,La France,1
DE COURTENAY,Clemence,Etudiante,25,1.73,52,4,Europe (autre que la France),1
DE GASCOGNE,Grace,Travail:temps plein,26,1.81,55,3,Europe (autre que la France),0
SNAVELY,Rose,Etudiante,25,1.72,49,4,Afrique,1
GOBEIL,Alice,Travail:temps partiel,26,1.71,60,3,Europe (autre que la France),1
BOULIANNE,Aure,Travail:temps partiel,27,1.69,66,3,Europe (autre que la France),1
DE MONTMORENCY,Florine,Etudiante,27,1.66,60,3,La France,1
D ALeMANIE,Stephanie,Etudiante,25,1.75,47,4,Afrique,1
DE TOULOUSE,Jacinthe,Travail:temps partiel,25,1.72,53,4,La France,1
DE VERMANDOIS,Stephanie,Travail:temps plein,23,1.83,58,4,Afrique,0
DE COLOGNE,Capucine,Travail:temps partiel,24,1.81,48,3,La France,1
DE MONTCLAR,Alexine,Etudiante,22,1.68,57,3,Europe (autre que la France),1
D AQUITAINE,Philippine,Travail:temps plein,25,1.7,54,3,Asie,0
D AUTRICHE,Aline,Etudiante,25,1.79,48,3,Amerique,1
DE HALLUIN,Aubane,Travail:temps partiel,24,1.7,60,3,Europe (autre que la France),1
CAROLINGIEN,MylEne,Etudiante,26,1.74,53,4,Amerique,1
DE DANEMARK,Lyne,Travail:temps plein,23,1.78,54,4,Afrique,0
DE LOMBARDIE,Evangeline,Travail:temps plein,23,1.82,53,4,La France,0
DE SAVOIE,Albane,Etudiante,23,1.74,48,3,La France,1
BUJOLD,Charlotte,Etudiante,24,1.72,48,4,Asie,1
D ALeMANIE,Albane,Travail:temps plein,26,1.68,60,3,Afrique,0
DE MONTMORENCY,Celeste,Travail:temps plein,25,1.75,56,4,Afrique,0
DE LOMBARDIE,Marceline,Travail:temps partiel,22,1.71,61,3,Asie,1
DE TOULOUSE,Agathe,Etudiante,24,1.81,60,4,Asie,1
DE CHAMPAGNE,Sixtine,Travail:temps partiel,24,1.67,64,4,Europe (autre que la France),1
DE HALLUIN,Daphne,Travail:temps partiel,25,1.68,53,3,La France,1
DE NAVARRE,Brune,Travail:temps partiel,23,1.77,61,4,Afrique,1
D ALeMANIE,Aglae,Travail:temps partiel,23,1.78,49,3,Afrique,1
SANDOZ GENDRE,Armelle,Travail:temps partiel,25,1.67,53,3,La France,1
DE MONTMORENCY,Julia,Travail:temps plein,25,1.73,56,3,Asie,0
DE PROVENCE,Eulalie,Etudiante,24,1.82,67,4,Afrique,1
DE CHAMPAGNE,Barbara,Travail:temps partiel,23,1.67,53,4,Asie,1
D ANGOULEME,Victoire,Travail:temps partiel,25,1.75,54,4,Amerique,1
D eGYPTE,Clarisse,Travail:temps partiel,27,1.8,65,4,Amerique,1
DE MONTCLAR,Colette,Etudiante,25,1.67,61,4,Asie,1
DE SAVOIE,Claire,Travail:temps partiel,27,1.73,66,3,Europe (autre que la France),1
DE BAVIERE,Clarisse,Travail:temps partiel,25,1.77,53,4,Amerique,1
D AUSTRASIE,Artemis,Etudiante,23,1.67,67,4,Amerique,1
DE VERMANDOIS,Marylou,Travail:temps plein,23,1.72,62,4,La France,0
CAROLINGIEN,Suzon,Etudiante,22,1.68,48,3,Europe (autre que la France),1
DE MONTMORENCY,AdEle,Travail:temps partiel,24,1.83,54,4,Amerique,1
D AUTRICHE,Philippine,Etudiante,25,1.8,61,4,Europe (autre que la France),1
DE CHAMPAGNE,Lucie,Travail:temps partiel,22,1.81,56,3,Asie,1
GAUDREAULT,Lyne,Travail:temps partiel,22,1.66,60,3,La France,1
DE COLOGNE,Abigaelle,Etudiante,27,1.72,50,4,Amerique,1
DE COLOGNE,Seraphine,Etudiante,26,1.75,56,4,Europe (autre que la France),1
CAROLINGIEN,Capucine,Travail:temps plein,27,1.76,46,3,Afrique,0
DE NAVARRE,Emmanuelle,Etudiante,25,1.72,63,3,La France,1
D ALeMANIE,Catherine,Etudiante,26,1.84,47,4,Afrique,1
DE SAVOIE,Lyne,Travail:temps plein,23,1.7,57,3,Europe (autre que la France),0
DE SAVOIE,Estelle,Travail:temps plein,27,1.65,54,3,La France,0
DE ROME,Adeline,Etudiante,22,1.8,62,4,Europe (autre que la France),1
DE CHAMPAGNE,Margot,Etudiante,26,1.79,63,4,Afrique,1
DE DANEMARK,Gwenaelle,Travail:temps plein,26,1.67,57,3,Amerique,0
MALTAIS,MylEne,Etudiante,27,1.84,51,3,Afrique,1
D AUTRICHE,Ambre,Travail:temps plein,26,1.65,48,3,Amerique,0
DE FRANCIE,Sixtine,Travail:temps partiel,27,1.78,59,4,Asie,1
DE BAVIERE,Clarisse,Etudiante,26,1.7,52,4,La France,1
SNIVELY,Morgane,Travail:temps plein,25,1.68,49,4,Europe (autre que la France),0
DE LOMBARDIE,Elisabeth,Travail:temps partiel,24,1.75,66,3,La France,1
DE LOMBARDIE,Marianne,Travail:temps plein,25,1.66,55,4,Asie,0
MALTAIS,Adelaide,Etudiante,22,1.66,66,4,Afrique,1
DE SAXE,Hermine,Travail:temps plein,27,1.77,55,4,Amerique,0
DE THURINGE,InEs,Etudiante,23,1.68,47,4,Amerique,1
DE DANEMARK,Manon,Travail:temps partiel,26,1.73,57,3,La France,1
GAUDREAULT,Suzon,Travail:temps partiel,27,1.76,51,4,Amerique,1
DE SAXE,Marylou,Etudiante,22,1.73,57,3,La France,1
DE ROHAN,Emmanuelle,Travail:temps plein,23,1.76,53,4,Afrique,0
BOULIANNE,Tiphaine,Travail:temps partiel,27,1.69,66,3,Afrique,1
DE HAINAUT,Zelie,Travail:temps plein,22,1.81,68,4,Europe (autre que la France),0
GAUDREAULT,Brune,Travail:temps plein,23,1.65,46,4,La France,0
SNIVELY,Jade,Travail:temps partiel,25,1.72,46,4,Asie,1
DE CHAMPAGNE,Maria,Travail:temps plein,22,1.69,64,4,Amerique,0
D AUTRICHE,Eugenie,Travail:temps partiel,22,1.66,55,3,La France,1
SANDOZ GENDRE,Clemence,Travail:temps plein,25,1.79,56,3,La France,0
D ANGLETERRE,Apolline,Travail:temps plein,22,1.81,68,3,Asie,0
DE DANEMARK,Armelle,Travail:temps plein,24,1.83,57,4,Europe (autre que la France),0
DE COURTENAY,Fleur,Travail:temps partiel,22,1.74,68,3,Europe (autre que la France),1
D ANGOULEME,Eve,Travail:temps plein,24,1.84,63,4,Asie,0
DE TOULOUSE,Lucie,Etudiante,23,1.79,46,4,Amerique,1
D ALeMANIE,AdEle,Travail:temps plein,25,1.71,48,3,Afrique,0
DE PROVENCE,Suzon,Travail:temps partiel,22,1.8,51,4,Amerique,1
SCHNEBLI,Lyne,Travail:temps plein,25,1.68,55,4,Afrique,0
DE NORMANDIE,Adelaide,Etudiante,22,1.76,59,4,Amerique,1
D AUSTRASIE,Apolline,Etudiante,22,1.74,67,4,Amerique,1
D ALeMANIE,Alix,Etudiante,25,1.69,55,3,Asie,1
BUJOLD,Elise,Travail:temps plein,26,1.71,65,3,Europe (autre que la France),0
DE GASCOGNE,Charlotte,Travail:temps plein,22,1.77,62,4,La France,0
DE LIMOGES,Abigaelle,Etudiante,22,1.67,66,4,Afrique,1
WUETRICH,HelEne,Travail:temps plein,22,1.75,68,4,Amerique,0
GAUDREAULT,Bertille,Travail:temps plein,26,1.81,50,3,Europe (autre que la France),0
DE WISIGOTHIE,Theodora,Travail:temps partiel,27,1.7,49,3,Amerique,1
GOBEIL,Lauriane,Travail:temps plein,23,1.72,63,3,La France,0
DE NORMANDIE,Zoe,Travail:temps plein,22,1.82,65,3,Afrique,0
DE DANEMARK,Laureline,Travail:temps plein,22,1.8,65,3,Amerique,0
GOBEIL,Gwenaelle,Etudiante,25,1.79,56,4,Asie,1
DE THURINGE,Flore,Travail:temps partiel,26,1.69,59,3,Amerique,1
DE SAXE,Suzon,Travail:temps partiel,25,1.68,58,3,Afrique,1
DE BAVIERE,Eugenie,Travail:temps partiel,24,1.72,53,4,La France,1
GAUDREAULT,Elisabeth,Travail:temps partiel,24,1.72,53,3,Asie,1
DE LOMBARDIE,Morgane,Travail:temps plein,27,1.74,58,4,La France,0
WUETRICH,Philippine,Travail:temps partiel,26,1.8,61,4,Asie,1
BOULIANNE,Aline,Etudiante,26,1.81,47,4,Amerique,1
DE NORMANDIE,MylEne,Travail:temps plein,27,1.8,48,3,Afrique,0
CAROLINGIEN,Colette,Travail:temps plein,22,1.82,64,4,Europe (autre que la France),0
SCHNEBLI,Olivia,Travail:temps plein,22,1.79,66,3,Europe (autre que la France),0
D AUSTRASIE,Fantine,Travail:temps partiel,27,1.69,52,3,Amerique,1
BOULIANNE,Rose,Etudiante,22,1.84,48,3,Afrique,1
DE TOULOUSE,Capucine,Travail:temps plein,27,1.74,67,4,Afrique,0
GOBEIL,Emma,Travail:temps partiel,22,1.7,53,3,Afrique,1
DE PROVENCE,Grace,Travail:temps partiel,23,1.69,49,3,Europe (autre que la France),1
D ANGLETERRE,Adeline,Travail:temps partiel,22,1.74,64,3,Asie,1
GOBEIL,Zoe,Travail:temps plein,24,1.79,65,4,Amerique,0
SNAVELY,Blanche,Travail:temps plein,23,1.8,50,3,Asie,0
DE HALLEWIN,Hermione,Etudiante,23,1.73,60,3,Amerique,1
D ANGOULEME,Lauriane,Travail:temps plein,22,1.82,59,3,Amerique,0
SANDOZ GENDRE,Amelie,Travail:temps plein,22,1.68,46,4,Afrique,0
DE WISIGOTHIE,Margaux,Etudiante,24,1.77,58,3,Amerique,1
D AUSTRASIE,Gabrielle,Travail:temps partiel,24,1.66,64,3,Amerique,1
DE SAXE,Tiphaine,Travail:temps partiel,22,1.75,63,4,Asie,1
DE FRANCIE,Amandine,Travail:temps partiel,27,1.68,56,4,Asie,1
DE SAXE,Aline,Travail:temps plein,26,1.84,48,3,Europe (autre que la France),0
DE CHAMPAGNE,Sarah,Travail:temps partiel,26,1.72,48,4,La France,1
GOBEIL,Lena,Travail:temps partiel,26,1.69,64,4,Asie,1
GOBEIL,Cyrielle,Travail:temps partiel,22,1.65,66,4,Europe (autre que la France),1
D AQUITAINE,Alix,Travail:temps plein,25,1.71,66,4,Afrique,0
DE HAINAUT,Lucile,Travail:temps partiel,27,1.71,53,3,Amerique,1
MALTAIS,Aude,Travail:temps plein,24,1.72,56,3,Afrique,0
DE MONTCLAR,Gabrielle,Travail:temps partiel,25,1.72,53,3,La France,1
DE ROME,Tiphaine,Travail:temps plein,24,1.66,53,3,Afrique,0
DE CHAMPAGNE,Margot,Etudiante,22,1.65,63,3,Europe (autre que la France),1
DE THURINGE,Clarisse,Etudiante,25,1.69,58,4,Amerique,1
DE TOULOUSE,Jade,Travail:temps partiel,22,1.81,49,3,Asie,1
DE CASTILLE,Fantine,Etudiante,24,1.79,53,4,Amerique,1
DE COURTENAY,Colette,Etudiante,23,1.75,63,4,Asie,1
SNIVELY,Philippine,Travail:temps partiel,26,1.83,61,4,La France,1
DE MONTCLAR,Violette,Travail:temps partiel,22,1.79,66,4,La France,1
DE LOMBARDIE,Gabrielle,Travail:temps partiel,26,1.8,52,4,La France,1
D AUTRICHE,Nathalie,Etudiante,25,1.68,59,4,Asie,1
DE HAINAUT,Colette,Travail:temps partiel,23,1.82,51,3,Europe (autre que la France),1
D ANGOULEME,Flore,Etudiante,24,1.75,48,4,Afrique,1
D ANGLETERRE,Lise,Travail:temps partiel,23,1.71,47,3,Asie,1
DE HAINAUT,Romane,Travail:temps plein,26,1.7,67,4,Afrique,0
SNAVELY,Thais,Travail:temps partiel,27,1.68,55,3,La France,1
GAUDREAULT,Aline,Etudiante,24,1.76,61,4,Asie,1
SNAVELY,Lina,Etudiante,22,1.69,63,4,Afrique,1
D eGYPTE,Jeanne,Travail:temps plein,27,1.78,49,3,Asie,0
DE GASCOGNE,Eugenie,Travail:temps partiel,23,1.67,62,3,Amerique,1
BUJOLD,France,Travail:temps plein,25,1.7,57,4,Europe (autre que la France),0
DE SAVOIE,Laureline,Etudiante,22,1.7,59,3,La France,1
CAROLINGIEN,Noelie,Travail:temps partiel,22,1.66,50,3,La France,1
DE HALLEWIN,Ysaline,Travail:temps partiel,26,1.7,56,4,Europe (autre que la France),1
MALTAIS,Jeanne,Etudiante,25,1.83,62,3,Asie,1
MALTAIS,Thais,Etudiante,22,1.65,48,4,Amerique,1
SCHNEBLI,Charlotte,Travail:temps plein,27,1.65,49,3,Europe (autre que la France),0
DE BAVIERE,Lise,Travail:temps partiel,23,1.84,53,4,Europe (autre que la France),1
DE VERMANDOIS,Alexine,Etudiante,25,1.73,54,4,La France,1
DE LOMBARDIE,Stephanie,Travail:temps partiel,24,1.81,48,3,Europe (autre que la France),1
DE GASCOGNE,Eleonore,Travail:temps plein,27,1.78,49,4,Afrique,0
WUETRICH,Colette,Travail:temps plein,24,1.73,65,4,Europe (autre que la France),0
DE LUXEMBOURG,Blanche,Etudiante,24,1.78,66,3,Amerique,1
DE TOULOUSE,Berenice,Travail:temps partiel,25,1.78,68,4,La France,1
SCHNEBLI,Angelique,Travail:temps plein,22,1.83,60,3,La France,0
DE VERMANDOIS,Evangeline,Travail:temps plein,27,1.76,50,3,Europe (autre que la France),0
D AQUITAINE,Abigail,Travail:temps partiel,27,1.84,53,3,Asie,1
D ANGLETERRE,Victoire,Travail:temps partiel,24,1.8,67,3,La France,1
DE CHAMPAGNE,Blandine,Travail:temps plein,25,1.72,51,4,Europe (autre que la France),0
WUETRICH,Angelique,Travail:temps partiel,23,1.82,55,3,Afrique,1
DE THURINGE,Armance,Travail:temps partiel,27,1.76,66,4,Afrique,1
DE COURTENAY,Emma,Travail:temps plein,26,1.67,66,4,La France,0
DE DANEMARK,Solenn,Travail:temps plein,22,1.73,66,3,Amerique,0
DE ROHAN,Albane,Etudiante,23,1.82,47,3,Europe (autre que la France),1
DE NAVARRE,Esther,Travail:temps plein,24,1.69,60,4,La France,0
SNIVELY,Ludivine,Travail:temps partiel,23,1.77,68,3,Afrique,1
SNIVELY,Evangeline,Travail:temps partiel,27,1.71,65,4,Europe (autre que la France),1
DE LUXEMBOURG,Audrey,Travail:temps partiel,25,1.75,65,4,Amerique,1
DE MONTMORENCY,Juliette,Travail:temps plein,25,1.77,67,3,Afrique,0
D AQUITAINE,Anna,Travail:temps partiel,22,1.84,55,3,Afrique,1
D AUTRICHE,Julia,Travail:temps plein,25,1.67,64,3,Afrique,0
SNAVELY,Hermione,Travail:temps partiel,25,1.77,55,4,Asie,1
DE PROVENCE,Victoria,Travail:temps partiel,25,1.81,51,4,Afrique,1
DE HALLUIN,Ambre,Travail:temps plein,26,1.84,58,3,Amerique,0
DE WISIGOTHIE,Charlotte,Travail:temps partiel,25,1.77,67,3,La France,1
BOULIANNE,Rosalie,Travail:temps plein,22,1.68,46,3,Europe (autre que la France),0
GOBEIL,Cyrielle,Etudiante,22,1.8,64,3,Afrique,1
DE VERMANDOIS,Line,Etudiante,24,1.68,47,3,La France,1
GOBEIL,Albane,Travail:temps partiel,26,1.79,65,3,Asie,1
SANDOZ GENDRE,Zoe,Etudiante,24,1.67,67,3,La France,1
DE WISIGOTHIE,Aure,Travail:temps partiel,25,1.83,50,3,Asie,1
DE NORMANDIE,Eve,Travail:temps partiel,26,1.72,54,3,Asie,1
DE CASTILLE,Aure,Travail:temps plein,25,1.65,49,4,Europe (autre que la France),0
DE VERMANDOIS,Lea,Travail:temps partiel,24,1.72,49,3,Amerique,1
DE ROME,Aude,Travail:temps plein,23,1.79,59,4,La France,0
CAROLINGIEN,Isaure,Travail:temps plein,23,1.77,50,3,Afrique,0
D AUTRICHE,Aure,Travail:temps partiel,22,1.79,65,3,Europe (autre que la France),1
DE DANEMARK,Ambre,Travail:temps plein,26,1.8,50,4,Asie,0
D ANGLETERRE,Berenice,Travail:temps plein,22,1.78,53,3,Amerique,0
DE ROME,Aimee,Travail:temps plein,27,1.78,68,4,Afrique,0
DE CASTILLE,Olivia,Travail:temps plein,25,1.76,66,3,Afrique,0
SCHNEBLI,Eleonore,Travail:temps partiel,27,1.78,66,3,La France,1
DE MONTMORENCY,Charlotte,Etudiante,27,1.77,60,3,Europe (autre que la France),1
D AUSTRASIE,Ambrine,Travail:temps partiel,22,1.72,54,4,Europe (autre que la France),1
DE LUXEMBOURG,Bertille,Travail:temps partiel,24,1.83,62,3,Amerique,1
DE CASTILLE,Laetitia,Etudiante,26,1.78,58,3,Asie,1
DE COLOGNE,Emma,Travail:temps plein,26,1.67,64,3,Amerique,0
SNIVELY,Thais,Etudiante,22,1.82,54,4,Afrique,1
BUJOLD,Artemis,Travail:temps plein,23,1.66,56,3,Asie,0
GAUDREAULT,Rosalie,Travail:temps partiel,26,1.83,67,4,La France,1
DE THURINGE,Aure,Travail:temps partiel,26,1.7,56,4,Amerique,1
D ALeMANIE,Adelie,Etudiante,23,1.78,54,3,La France,1
DE NAVARRE,Victoire,Travail:temps partiel,22,1.78,62,3,Europe (autre que la France),1
DE ROHAN,Margot,Etudiante,24,1.65,61,4,Europe (autre que la France),1
DE CHAMPAGNE,Ambrine,Travail:temps plein,24,1.82,61,3,Afrique,0
D ALeMANIE,Philippine,Travail:temps plein,23,1.74,60,4,Amerique,0
DE HALLEWIN,Flavie,Travail:temps partiel,24,1.69,58,3,Amerique,1
DE BURGONDIE,Abigaelle,Travail:temps partiel,25,1.71,47,4,La France,1
GAUDREAULT,Brune,Etudiante,22,1.66,67,4,Europe (autre que la France),1
DE SAXE,Eglantine,Travail:temps partiel,25,1.66,56,4,La France,1
DE HAINAUT,Clemence,Travail:temps partiel,23,1.73,64,3,Asie,1
BUJOLD,HelEne,Travail:temps partiel,27,1.76,58,4,Afrique,1
WUETRICH,Luce,Travail:temps plein,23,1.81,65,4,La France,0
BOULIANNE,Aure,Etudiante,26,1.67,57,4,Asie,1
D AQUITAINE,Manon,Travail:temps partiel,25,1.8,51,4,Europe (autre que la France),1
DE FRANCIE,Camille,Etudiante,25,1.77,63,4,Asie,1
DE VERMANDOIS,Eglantine,Travail:temps partiel,27,1.69,56,3,Afrique,1
D ALeMANIE,Aimee,Travail:temps plein,23,1.82,65,3,La France,0
DE HALLUIN,Lucie,Etudiante,22,1.76,47,3,Asie,1
DE ROHAN,Agathe,Travail:temps partiel,26,1.66,58,3,Europe (autre que la France),1
DE DANEMARK,Anais,Travail:temps plein,27,1.68,60,4,Asie,0
GAUDREAULT,Aure,Travail:temps plein,27,1.74,49,4,Afrique,0
D ANGOULEME,Marilou,Travail:temps partiel,27,1.69,57,3,Amerique,1
DE MONTMORENCY,Luce,Travail:temps plein,22,1.7,63,4,Europe (autre que la France),0
DE WISIGOTHIE,Louise,Etudiante,23,1.72,55,4,Amerique,1
D eGYPTE,Victoria,Travail:temps partiel,23,1.8,59,3,Afrique,1
LACHARITe,Iris,Travail:temps partiel,27,1.76,57,3,Afrique,1
DE GASCOGNE,Bertille,Travail:temps partiel,27,1.83,48,3,La France,1
D ANGLETERRE,Alix,Etudiante,26,1.78,67,3,Europe (autre que la France),1
DE COLOGNE,Alexine,Travail:temps partiel,25,1.73,67,4,Asie,1
DE SAVOIE,Victoire,Etudiante,23,1.84,50,4,Europe (autre que la France),1
DE NAVARRE,Camille,Travail:temps plein,25,1.66,57,4,Europe (autre que la France),0
SANDOZ GENDRE,Ysaline,Etudiante,26,1.84,53,3,Europe (autre que la France),1
